"RunDirectory","SourcePath","DestinationPath","SizeBytes","SizeMiB","SHA256","SourceStillPresent","DestinationVerified"
"log-20260607-205019-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-205019-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-205019-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2772","0,003","B74560114DEC6D2CC9DE7E97312B38FEC1CD8BAAE4E4141C1CA37115B0D32414","True","True"
"log-20260607-210622-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","F981F388FDE98184CD9044968556BF1F1C14D4A65A0514B18DC23613E177CA41","True","True"
"log-20260607-210622-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","642514B07A00559583529CFCBB671F90EC33DC1CFFA07BB36A834F333BB31F1F","True","True"
"log-20260607-210622-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","29538","0,028","CE724D64D6A91F67AEA98AA8A91D83C51DD4219778B9F6B64E57046E9A0C7F1B","True","True"
"log-20260607-210622-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","5C3B20819E43AD87333DA9D61BDB2391F2FC8D16E7AE4CF27B30C638D3BE6E42","True","True"
"log-20260607-210622-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-210622-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","745910FD1742B0D24A1EB3519BA5C1ECBAE76475826A9E1106E84B4F66D0C66F","True","True"
"log-20260607-235837-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","CF1A09E148107893014C951E21F6A9FDF1E3433BAD931DA3EDEB87BB0A4453FF","True","True"
"log-20260607-235837-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","7955A5B3919724F6AB8CF231D54658460E7AFD464E09D85FADDDE1E2AD886AB7","True","True"
"log-20260607-235837-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","29538","0,028","CE724D64D6A91F67AEA98AA8A91D83C51DD4219778B9F6B64E57046E9A0C7F1B","True","True"
"log-20260607-235837-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","A4B394625BCD83AF53E66F740F2CCE11E9E6B7CB2ACC2B422ECB2CCB95BAE573","True","True"
"log-20260607-235837-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260607-235837-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","C03BA7745A0AB0533FAE8538C9B20CFBE8A82DB7818EF1FBA071E5E039B6CC68","True","True"
"log-20260608-001744-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3420","0,003","01694EC42AC8CCA2C60DD305AC726EAC24408E4E89054954F420355D9AA11109","True","True"
"log-20260608-001744-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1525","0,001","85B29E165AC4D8EFAADD31CB2F48072F7F01AB5B793D8F7AD006E8DBD1B1CF6E","True","True"
"log-20260608-001744-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","30004","0,029","104F477A58AA1F7D980B0BF8D5701AC9E965ABEF72CD03F299C6D47FA1F91771","True","True"
"log-20260608-001744-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3570","0,003","2F1FF076F084DBCB3C6C6C4C3A1F32BB005BF9568D4217A43D4CEEDB2E0D6D8C","True","True"
"log-20260608-001744-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001744-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2742","0,003","02A716B3AE0C17C554A1BF86C3D4B169B4959536A6DBF3B38BD56A3E7E22F818","True","True"
"log-20260608-001818-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3420","0,003","1847906A46EBF69E7EFEE2E1DBC122CE01E5336448B92E0601C5FD003A1E89AE","True","True"
"log-20260608-001818-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1525","0,001","5F4D3099BB9940E6F451877FC3C422CC54B2A06B5974671874ADDF80E2D65114","True","True"
"log-20260608-001818-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","31331","0,03","1227BD318A4ED5E79FA5D3BE39DFB6878C99E14E4790512645425AAE1197DC05","True","True"
"log-20260608-001818-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3570","0,003","E87EBA3D8994D5EA32972C509CF94B692B8271796531846463B62B5392AD9DE4","True","True"
"log-20260608-001818-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001818-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2742","0,003","01281039DAECB267325F479C3678BA0813FACF0C8B60D22C9DB0A50FCAC09202","True","True"
"log-20260608-001852-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3421","0,003","DF36693BA4A6A3BB8016CB5363324BBD1185632C15C69C6EFC44ACF29B0EFAB0","True","True"
"log-20260608-001852-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1526","0,001","DC4885881B267FC89F7E26076F326FEEF376C6D8954B3F50CC161FC0D067D7D2","True","True"
"log-20260608-001852-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","30534","0,029","66D4128A90C69E96F03BB7894F95373CDF93E8E52915D9AD7807FA240B3E512E","True","True"
"log-20260608-001852-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3571","0,003","DE690B1D84BA520D0D53FD88274FB1024B8F3C4AD1718D8ED74C6EB5EAFA6464","True","True"
"log-20260608-001852-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-001852-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2743","0,003","77A725E582CBBC1772B4EDB22DEFBACB84AC7F7C35935814DB85152E8A9A7C34","True","True"
"log-20260608-003731-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3417","0,003","87EB6D7CEE247456D46C9112A9BDB000BBD351F77D92486DD671977F50231265","True","True"
"log-20260608-003731-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1522","0,001","5FC8FE6B494551907DEA6F7E3C5851F151A217746B25CB6B8284C5F46BC491AE","True","True"
"log-20260608-003731-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","19067","0,018","90DF8B599DD9467063A2F3B7641843CC86D70A810FBDBD90F98245251A9632E9","True","True"
"log-20260608-003731-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","45E24CECE44B8EE59FD851DD28B01F71512600DCD246F6C4C859F922A1DAF3DF","True","True"
"log-20260608-003731-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003731-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","F9C091559F560DFD815B80DE261094D06668F62CC9939C360402CB54A2ECBF15","True","True"
"log-20260608-003806-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","C472FC30F30EB354697A1681983784685B68482F6999A7421C5D32ECE26283F0","True","True"
"log-20260608-003806-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","4D67FA37F4D700761376DDD4CF88FF3F7591147E16A44D2B531B867718C14E01","True","True"
"log-20260608-003806-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","53336","0,051","914A69D038F0A35C9D75CDF3E9158BC91785675A22DFE903934598FAB15733AB","True","True"
"log-20260608-003806-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","E4AC9D4434DCD097CFA5C27577643DAB19975A8EB11D4F4A4158D842A34F5E5E","True","True"
"log-20260608-003806-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-003806-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","A20360C986084E9A51CB2DBE3EDA94CF5713B8AEAAC389E9F29852110216754E","True","True"
"log-20260608-004307-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3420","0,003","8E524F9C8DF7B43D95D7714DDC0790892D0BC3F97947825E023C6668DC310DD8","True","True"
"log-20260608-004307-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1525","0,001","EB65CFA1C36F4EA83F423510E0A6EC0CF86F125E412DE5F1B3CA9F188B7D3E9A","True","True"
"log-20260608-004307-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","20600","0,02","C64D1BC2A2B5324C0C27D8689EE4DC581B25F6E8C69CCB6E9147812B5BC7C98D","True","True"
"log-20260608-004307-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3572","0,003","195A8B3E4C819EE7EA0D86FBDC5A1C6D8972CACE6957DB23DCD7C63A8F227083","True","True"
"log-20260608-004307-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004307-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2744","0,003","AB20090890AC2B87E64A861696ACAD365E5A2413E1C857C17CCDAEC46F57A6F6","True","True"
"log-20260608-004338-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3418","0,003","742C2B4C2FE7B2E147D5D787B388C7C580E357AE9C8DACCFE9E07E2A4E586A87","True","True"
"log-20260608-004338-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1523","0,001","3AD9E07F57A680C87FF8DE499B2FD017B654C48EB044BE649578515BA79ED196","True","True"
"log-20260608-004338-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","21546","0,021","8575EF5696FF7D04C669A024E5D5E3A21CD9AFF4DDD76ECB5D0914F2A2F8C04B","True","True"
"log-20260608-004338-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3570","0,003","97886DFD30619B5673A1427F4D7DF02E8E8D70B6540B743E0AF8B5B22F0FB028","True","True"
"log-20260608-004338-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004338-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2742","0,003","AE77422AEFBDEACF81A9A96E598506972FA6C18F8AE92A2DDBCF577CE87C16B4","True","True"
"log-20260608-004411-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3417","0,003","6EFD4821F77D49B8BB4BF3B1D0F57DBAAEA86D0CB7E1C68AB3E4D5238C9EABE8","True","True"
"log-20260608-004411-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1522","0,001","FC87882CC1A38E0AAE06CB005868800B3BDF0D3BB2A12F4F1A34F3E561E60154","True","True"
"log-20260608-004411-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","21161","0,02","BBA622167695467BFE2FD02F07DBFB13697FDFDB3FBBDEB9EE60ACA445ED59B6","True","True"
"log-20260608-004411-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","6C6419972FC503E23C37AB2F37A71864353CAC1EF97A98CA6A0B72C1727878B3","True","True"
"log-20260608-004411-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004411-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","79BCD3D5BBFB2CD5339F774999272D4642F2997F447BD23595AECEC64C6206EC","True","True"
"log-20260608-004444-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3417","0,003","0AAB23B1513B84DCA4D5AF8741CA8BA363AAEE096F8683E810DFA137C1A5B562","True","True"
"log-20260608-004444-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1522","0,001","1530B8C8FA234CC2FA304CFE89ED7B661212E622EF61A31118085AC9F0F19C98","True","True"
"log-20260608-004444-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_published_snapshot_manifest.csv","20834","0,02","C7D3A4EE71D24D43AF7658CD95E188924E2B8A7E46B13BE65C7829A133E172BC","True","True"
"log-20260608-004444-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.json","3569","0,003","BD9D2AC8896B6C097A8B3BC7E70B2D2554AB5E740ABF864805FE8CD76346CBDD","True","True"
"log-20260608-004444-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004444-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\live_run_summary.md","2741","0,003","0C6D5C1CA818E6D520356E18FEDF6972A90D37637EAF451E50DEED5D94FFA03E","True","True"
"log-20260608-004519-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.json","3419","0,003","95B6DB7B5D44E968B98229BEF964A247E4BDB80B304CDC6C7C8A3DDE95F3B709","True","True"
"log-20260608-004519-MaGaLiteratureBasedUrbanStudy","tmp\mosaic-25.2\logs\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","tmp\archive\freeze-local-evidence-20260609\mosaic-log-lightweight-evidence\log-20260608-004519-MaGaLiteratureBasedUrbanStudy\live-maga-runtime\literature_smoke_validation.md","1524","0,001","8B07F5C928B0B10D9AD751A6264013E5B5114ABAAEBD522DC7F12B802E2EE32F","True","True"
